-0.539793,0.108238,-0.134230,0.000000
-0.494631,0.087603,-0.138279,0.000000
-0.435415,0.062987,-0.109602,0.000000
-0.408264,0.111609,-0.078653,0.000000
-0.378898,0.214900,0.026763,0.000000
-0.348027,0.274057,0.045942,0.000000
-0.307404,0.331703,0.057786,0.000000
-0.267941,0.400597,0.046353,0.000000
-0.229970,0.471035,0.009884,0.000000
-0.324345,0.538121,-0.059368,0.000000
-0.471032,0.537815,-0.203300,0.000000
-0.642409,0.534516,-0.301569,0.000000
-0.739583,0.531441,-0.377322,0.000000
-0.945913,0.489550,-0.443894,0.000000
-0.705582,0.118223,-0.208327,0.000000
-0.603371,0.092775,-0.158494,0.000000
0.516201,0.094429,-0.138437,0.000000
0.383561,0.161043,-0.038256,0.000000
0.344780,0.290195,0.040708,0.000000
0.286631,0.404581,0.039247,0.000000
0.235550,0.452909,0.025688,0.000000
0.306017,0.540263,-0.056908,0.000000
0.363066,0.550757,-0.105371,0.000000
0.540178,0.527133,-0.253612,0.000000
0.613102,0.538069,-0.289546,0.000000
0.733942,0.529229,-0.373247,0.000000
0.789131,0.502558,-0.413843,0.000000
0.935511,0.491517,-0.437901,0.000000
0.912904,0.461184,-0.426067,0.000000
0.775219,0.266724,-0.331267,0.000000
-0.323305,0.195975,0.467933,0.000000
-0.252729,0.203886,0.516190,0.000000
-0.288594,0.304961,0.450533,0.000000
-0.355711,0.167570,0.446391,0.000000
-0.286028,0.171175,0.500077,0.000000
-0.325202,0.273228,0.359949,0.000000
-0.341937,0.212715,0.336673,0.000000
-0.352793,0.200713,0.375927,0.000000
-0.225423,0.314454,0.550015,0.000000
-0.310924,0.322009,0.329937,0.000000
-0.395859,0.176623,0.397425,0.000000
-0.398613,0.119605,0.470647,0.000000
-0.343579,0.131264,0.514461,0.000000
-0.295762,0.141596,0.555565,0.000000
-0.234907,0.218018,0.570787,0.000000
-0.049949,-0.078982,1.261530,0.000000
0.002085,-0.278491,1.230319,0.000000
-0.214005,0.215353,0.627396,0.000000
-0.245685,0.152682,0.650797,0.000000
-0.336390,0.087106,0.572867,0.000000
-0.430714,0.067866,0.477002,0.000000
-0.474125,0.126747,0.365698,0.000000
-0.347082,0.234585,0.256903,0.000000
-0.298883,0.346669,0.267989,0.000000
-0.250110,0.375409,0.416023,0.000000
-0.004508,-0.326892,1.173910,0.000000
-0.005747,0.028321,1.248122,0.000000
-0.395120,0.204803,0.321822,0.000000
-0.423451,0.192830,0.254376,0.000000
-0.107404,-0.089975,1.232312,0.000000
-0.125021,-0.166327,1.196846,0.000000
-0.074865,-0.127436,1.189205,0.000000
-0.162254,-0.204849,1.190397,0.000000
-0.214860,-0.210670,1.174864,0.000000
-0.205633,-0.146272,1.191118,0.000000
-0.022370,-0.131070,1.258016,0.000000
-0.055008,-0.191155,1.221331,0.000000
-0.006034,-0.061606,1.273863,0.000000
-0.005372,-0.200307,1.247423,0.000000
-0.105642,-0.232959,1.195335,0.000000
-0.348834,-0.552863,0.673063,0.000000
-0.054524,-0.345545,1.116241,0.000000
-0.007038,-0.329852,1.059312,0.000000
-0.253320,0.089231,0.741126,0.000000
-0.212356,-0.206250,1.082244,0.000000
-0.197676,-0.167557,1.096227,0.000000
-0.172720,-0.122780,1.119313,0.000000
-0.132094,-0.049613,1.144370,0.000000
-0.090142,0.011735,1.154593,0.000000
-0.006734,0.043543,1.159238,0.000000
-0.089846,0.009341,1.209854,0.000000
-0.147114,-0.043109,1.221981,0.000000
-0.218875,-0.191118,1.142702,0.000000
-0.175555,-0.326889,1.130238,0.000000
